Manufacturer,Model,Description,Transmission,Manual or Automatic,Engine Capacity,Fuel Type,Powertrain,Engine Power (PS),Engine Power (Kw),Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Euro Standard,Diesel VED Supplement,Testing Scheme,WLTP Imperial Low,WLTP Imperial Medium,WLTP Imperial High,WLTP Imperial Extra High,WLTP Imperial Combined,WLTP Imperial Combined (Weighted),WLTP Metric Low,WLTP Metric Medium,WLTP Metric High,WLTP Metric Extra High,WLTP Metric Combined,WLTP Metric Combined (Weighted),WLTP CO2,WLTP CO2 Weighted,Equivalent All Electric Range Miles,Equivalent All Electric Range KM,Electric Range City Miles,Electric Range City Km,Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],RDE NOx Urban,RDE NOx Combined,Noise Level dB(A),Date of change,
ABARTH,500e MY23/24,114kW Electric (VL),A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),155,114,3.6,172,264,164,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,223,359,0,,,,,,,68.0,17 October 2024,
ABARTH,500e MY23/24,114kW Electric (VH),A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),155,114,3.3,187,244,152,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,205,330,0,,,,,,,68.0,17 October 2024,
ABARTH,500e MY23/24,114kW Electric Convertible (VL),A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),155,114,3.6,172,264,164,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,223,359,0,,,,,,,68.0,17 October 2024,
ABARTH,500e MY23/24,114kW Electric Convertible (VH),A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),155,114,3.3,187,244,152,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,205,330,0,,,,,,,68.0,17 October 2024,
ABARTH,595 MY23,Turismo 1.4 Tjet 165 hp Manual (VL),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,0,,,,Euro 6d,False,WLTP,28.8,43.3,47,47,40.6,0,9.8,6.5,6,6,7,0,157,0,,,,,688,66,28,,,60,60,69.0,17 October 2024,
ABARTH,595 MY23,Turismo 1.4 Tjet 165 hp Manual (VH),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,0,,,,Euro 6d,False,WLTP,27.8,42.1,45.5,38.4,38.4,0,10.1,6.7,6.2,7.4,7.4,0,163,0,,,,,688,66,28,,,60,60,69.0,17 October 2024,
ABARTH,595 MY23,Turismo 1.4 Tjet 165 hp Manual Convertible (VL),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,0,,,,Euro 6d,False,WLTP,28.8,43.3,47,47,40.6,0,9.8,6.5,6,6,7,0,157,0,,,,,688,66,28,,,60,60,69.0,17 October 2024,
ABARTH,595 MY23,Turismo 1.4 Tjet 165 hp Manual Convertible (VH),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,0,,,,Euro 6d,False,WLTP,27.8,42.1,45.5,38.4,38.4,0,10.1,6.7,6.2,7.4,7.4,0,163,0,,,,,688,66,28,,,60,60,69.0,17 October 2024,
ABARTH,695 MY22,Turismo 1.4 Tjet 180 hp Manual (VH only),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,0,,,,Euro 6d,False,WLTP,26.9,42.4,46.1,39,39.2,0,10.5,6.7,6.1,7.2,7.2,0,162,0,,,,,657,66,21,,,60,60,69.0,17 October 2024,
ABARTH,695 MY23,Turismo 1.4 Tjet 180 hp MTA Convertible (VL),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,0,,,,Euro 6d,False,WLTP,25.4,39.7,45.5,40.3,38.5,0,11.1,7.1,6.2,7,7.3,0,165,0,,,,,904,55,20,,,60,60,69.0,29 September 2023,
ABARTH,695 MY23,Turismo 1.4 Tjet 180 hp MTA Convertible (VH),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,0,,,,Euro 6d,False,WLTP,25.6,38.8,44.4,37.8,37.4,0,11,7.3,6.4,7.5,7.6,0,170,0,,,,,904,55,20,,,60,60,69.0,29 September 2023,
ABARTH,695 MY23,1.4 Tjet 180 hp MTA Convertible (VL),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,0,,,,Euro 6d,False,WLTP,25.4,39.7,45.5,40.3,38.5,0,11.1,7.1,6.2,7,7.3,0,165,0,,,,,904,55,20,,,60,60,69.0,17 October 2024,
ABARTH,695 MY23,1.4 Tjet 180 hp MTA Convertible (VH),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,0,,,,Euro 6d,False,WLTP,25.6,38.8,44.4,37.8,37.4,0,11,7.3,6.4,7.5,7.6,0,170,0,,,,,904,55,20,,,60,60,69.0,17 October 2024,
ABARTH,695 MY24,75th Anniversario 1.4 180hp 3dr (VH only),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,0,,,,Euro 6d,False,WLTP,26.9,42.4,46.1,39,39.2,0,10.5,6.7,6.1,7.2,7.2,0,162,0,,,,,657,66,21,,,60,60,69.0,17 October 2024,
ALFA ROMEO,Giulia MY24,2.0 TURBO PETROL 280HP SPRINT (VL),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,0,,,,Euro 6 EA,False,WLTP,24.7,39.4,48.8,43.6,40,0,11.5,7.2,5.8,6.5,7.1,0,160,0,,,,,362,32,17,,0.12,60,60,67.0,16 October 2024,
ALFA ROMEO,Giulia MY24,2.0 TURBO PETROL 280HP SPRINT (VH),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,0,,,,Euro 6 EA,False,WLTP,23.6,35.7,43.8,39.9,36.6,0,12,7.9,6.5,7.1,7.7,0,174,0,,,,,362,32,17,,0.12,60,60,67.0,16 October 2024,
ALFA ROMEO,Giulia MY24,2.0 TURBO PETROL 280HP VELOCE (VL),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,0,,,,Euro 6 EA,False,WLTP,24.7,39.4,48.8,43.6,40,0,11.5,7.2,5.8,6.5,7.1,0,160,0,,,,,362,32,17,,0.12,60,60,67.0,16 October 2024,
ALFA ROMEO,Giulia MY24,2.0 TURBO PETROL 280HP VELOCE (VH),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,0,,,,Euro 6 EA,False,WLTP,23.6,35.7,43.8,39.9,36.6,0,12,7.9,6.5,7.1,7.7,0,174,0,,,,,362,32,17,,0.12,60,60,67.0,16 October 2024,
ALFA ROMEO,Giulia MY24,2.0 TURBO PETROL 280HP Tributo Italiano (VL),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,0,,,,Euro 6 EA,False,WLTP,24.7,39.4,48.8,43.6,40,0,11.5,7.2,5.8,6.5,7.1,0,160,0,,,,,362,32,17,,0.12,60,60,67.0,16 October 2024,
ALFA ROMEO,Giulia MY24,2.0 TURBO PETROL 280HP Tributo Italiano (VH),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,0,,,,Euro 6 EA,False,WLTP,23.6,35.7,43.8,39.9,36.6,0,12,7.9,6.5,7.1,7.7,0,174,0,,,,,362,32,17,,0.12,60,60,67.0,16 October 2024,
ALFA ROMEO,Giulia MY24,2.9 V6 Bi -Turbo 520hp Quadrifoglio (VL),A8,Automatic,2891,Petrol,Internal Combustion Engine (ICE),512,382,0,,,,Euro 6 EA,False,WLTP,18.1,27.7,32.5,30.4,28,0,15.6,10.2,8.7,9.3,10.1,0,229,0,,,,,505,34,17,,0.12,60,60,71.0,16 October 2024,
ALFA ROMEO,Giulia MY24,2.9 V6 Bi -Turbo 520hp Quadrifoglio (VH),A8,Automatic,2891,Petrol,Internal Combustion Engine (ICE),512,382,0,,,,Euro 6 EA,False,WLTP,17.5,26.4,31,29.7,26.9,0,16.1,10.7,9.1,9.5,10.5,0,237,0,,,,,505,34,17,,0.12,60,60,71.0,16 October 2024,
ALFA ROMEO,Junior MY24,ELETTRICA 156 (VL),A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),156,115,4.3,142,436,271,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,375,603,0,,,,,,,66.0,16 October 2024,
ALFA ROMEO,Junior MY24,ELETTRICA 156 (VH),A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),156,115,3.7,167,366,227,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,327,527,0,,,,,,,66.0,16 October 2024,
ALFA ROMEO,Stelvio MY24,2.0 TURBO PETROL 280HP Q4 SPRINT (VL),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,0,,,,Euro 6 EA,False,WLTP,23.2,34.4,40.7,34.9,34,0,12.2,8.2,6.9,8.1,8.3,0,189,0,,,,,638,40,26,,0.17,60,60,68.0,16 October 2024,
ALFA ROMEO,Stelvio MY24,2.0 TURBO PETROL 280HP Q4 SPRINT (VH),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,0,,,,Euro 6 EA,False,WLTP,22.1,31,36.4,30.9,30.7,0,12.8,9.1,7.8,9.1,9.2,0,209,0,,,,,638,40,26,,0.17,60,60,68.0,16 October 2024,
ALFA ROMEO,Stelvio MY24,2.2 TURBO DIESEL 210HP Q4 SPRINT (VL),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),209,154,0,,,,Euro 6 EA,True,WLTP,36.7,48.1,54.9,45.6,47,0,7.7,5.9,5.1,6.2,6,0,157,0,,,,,50,,27,31,0.32,80,80,69.0,16 October 2024,
ALFA ROMEO,Stelvio MY24,2.2 TURBO DIESEL 210HP Q4 SPRINT (VH),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),209,154,0,,,,Euro 6 EA,True,WLTP,34.7,43.6,48.9,41.3,42.7,0,8.1,6.5,5.8,6.8,6.6,0,173,0,,,,,50,,27,31,0.32,80,80,69.0,16 October 2024,
ALFA ROMEO,Stelvio MY24,2.0 TURBO PETROL 280HP Q4 VELOCE (VL),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,0,,,,Euro 6 EA,False,WLTP,23.2,34.4,40.7,34.9,34,0,12.2,8.2,6.9,8.1,8.3,0,189,0,,,,,638,40,26,,0.17,60,60,68.0,16 October 2024,
ALFA ROMEO,Stelvio MY24,2.0 TURBO PETROL 280HP Q4 VELOCE (VH),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,0,,,,Euro 6 EA,False,WLTP,22.1,31,36.4,30.9,30.7,0,12.8,9.1,7.8,9.1,9.2,0,209,0,,,,,638,40,26,,0.17,60,60,68.0,16 October 2024,
ALFA ROMEO,Stelvio MY24,2.2 TURBO DIESEL 210HP Q4 VELOCE (VL),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),209,154,0,,,,Euro 6 EA,True,WLTP,36.7,48.1,54.9,45.6,47,0,7.7,5.9,5.1,6.2,6,0,157,0,,,,,50,,27,31,0.32,80,80,69.0,16 October 2024,
ALFA ROMEO,Stelvio MY24,2.2 TURBO DIESEL 210HP Q4 VELOCE (VH),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),209,154,0,,,,Euro 6 EA,True,WLTP,34.7,43.6,48.9,41.3,42.7,0,8.1,6.5,5.8,6.8,6.6,0,173,0,,,,,50,,27,31,0.32,80,80,69.0,16 October 2024,
ALFA ROMEO,Stelvio MY24,2.0 TURBO PETROL 280HP Q4 TRIBUTO ITALIANO (VL),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,0,,,,Euro 6 EA,False,WLTP,23.2,34.4,40.7,34.9,34,0,12.2,8.2,6.9,8.1,8.3,0,189,0,,,,,638,40,26,,0.17,60,60,68.0,16 October 2024,
ALFA ROMEO,Stelvio MY24,2.0 TURBO PETROL 280HP Q4  TRIBUTO ITALIANO (VH),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,0,,,,Euro 6 EA,False,WLTP,22.1,31,36.4,30.9,30.7,0,12.8,9.1,7.8,9.1,9.2,0,209,0,,,,,638,40,26,,0.17,60,60,68.0,16 October 2024,
ALFA ROMEO,Stelvio MY24,2.2 TURBO DIESEL 210HP Q4  TRIBUTO ITALIANO (VL),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),209,154,0,,,,Euro 6 EA,True,WLTP,36.7,48.1,54.9,45.6,47,0,7.7,5.9,5.1,6.2,6,0,157,0,,,,,50,,27,31,0.32,80,80,69.0,16 October 2024,
ALFA ROMEO,Stelvio MY24,2.2 TURBO DIESEL 210HP Q4  TRIBUTO ITALIANO (VH),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),209,154,0,,,,Euro 6 EA,True,WLTP,34.7,43.6,48.9,41.3,42.7,0,8.1,6.5,5.8,6.8,6.6,0,173,0,,,,,50,,27,31,0.32,80,80,69.0,16 October 2024,
ALFA ROMEO,Stelvio MY24,2.9 V6 Bi -Turbo 520hp Quadrifoglio (VH),A8,Automatic,2891,Petrol,Internal Combustion Engine (ICE),519,382,0,,,,Euro 6 EA,False,WLTP,16.1,23.7,28,25.2,23.9,0,17.5,11.9,10.1,11.2,11.8,0,267,0,,,,,593,33,19,,0.26,60,60,68.0,16 October 2024,
ALFA ROMEO,Tonale MY24,1.3 PHEV 280 AT Q4 Tributo Italiano,A6,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),280,206,2.2,277,52,32,Euro 6 EA,False,WLTP,34.4,42.2,42.8,32.5,37.2,165.7,8.2,6.7,6.6,8.7,7.6,1.7,171,39,32,52,45,73,472,25,12,,0.14,60,60,68.0,16 October 2024,
ALFA ROMEO,Tonale MY24,1.5 MHEV 160 DCT Sprint,A7,Automatic,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),160,118,0,,,,Euro 6 EA,False,WLTP,45.4,56.5,56.6,44.6,50.1,0,6.2,5,5,6.3,5.6,0,127,0,,,,,461,37,9,,0.32,60,60,67.0,16 October 2024,
ALFA ROMEO,Tonale MY24,1.5 MHEV 160 DCT Sprint,A7,Automatic,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),160,118,0,,,,Euro 6 EA,False,WLTP,41.5,51.6,50.9,37.8,44.3,0,6.8,5.5,5.5,7.5,6.4,0,144,0,,,,,461,37,9,,0.32,60,60,67.0,16 October 2024,
ALFA ROMEO,Tonale MY24,1.5 MHEV 160 DCT Veloce,A7,Automatic,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),160,118,0,,,,Euro 6 EA,False,WLTP,45.4,56.5,56.6,44.6,50.1,0,6.2,5,5,6.3,5.6,0,127,0,,,,,461,37,9,,0.32,60,60,67.0,16 October 2024,
ALFA ROMEO,Tonale MY24,1.5 MHEV 160 DCT Veloce,A7,Automatic,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),160,118,0,,,,Euro 6 EA,False,WLTP,41.5,51.6,50.9,37.8,44.3,0,6.8,5.5,5.5,7.5,6.4,0,144,0,,,,,461,37,9,,0.32,60,60,67.0,16 October 2024,
ALFA ROMEO,Tonale MY24,1.5 MHEV 160 DCT Tributo Italiano,A7,Automatic,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),160,118,0,,,,Euro 6 EA,False,WLTP,45.4,56.5,56.6,44.6,50.1,0,6.2,5,5,6.3,5.6,0,127,0,,,,,461,37,9,,0.32,60,60,67.0,16 October 2024,
ALFA ROMEO,Tonale MY24,1.5 MHEV 160 DCT Tributo Italiano,A7,Automatic,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),160,118,0,,,,Euro 6 EA,False,WLTP,41.5,51.6,50.9,37.8,44.3,0,6.8,5.5,5.5,7.5,6.4,0,144,0,,,,,461,37,9,,0.32,60,60,67.0,16 October 2024,
ALFA ROMEO,Tonale MY24,1.3 PHEV 280 AT Q4 Sprint,A6,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),280,206,2.6,231,62,39,Euro 6 EA,False,WLTP,36.7,47.1,47.9,36.2,41.5,214,7.7,6,5.9,7.8,6.8,1.3,153,30,39,62,53,85,472,25,12,,0.14,60,60,68.0,16 October 2024,
ALFA ROMEO,Tonale MY24,1.3 PHEV 280 AT Q4 Sprint,A6,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),280,206,2.2,277,52,32,Euro 6 EA,False,WLTP,34.4,42.2,42.8,32.5,37.2,165.7,8.2,6.7,6.6,8.7,7.6,1.7,171,39,32,52,45,73,472,25,12,,0.14,60,60,68.0,16 October 2024,
ALFA ROMEO,Tonale MY24,1.3 PHEV 280 AT Q4 Veloce,A6,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),280,206,2.6,231,62,39,Euro 6 EA,False,WLTP,36.7,47.1,47.9,36.2,41.5,214,7.7,6,5.9,7.8,6.8,1.3,153,30,39,62,53,85,472,25,12,,0.14,60,60,68.0,16 October 2024,
ALFA ROMEO,Tonale MY24,1.3 PHEV 280 AT Q4 Veloce,A6,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),280,206,2.2,277,52,32,Euro 6 EA,False,WLTP,34.4,42.2,42.8,32.5,37.2,165.7,8.2,6.7,6.6,8.7,7.6,1.7,171,39,32,52,45,73,472,25,12,,0.14,60,60,68.0,16 October 2024,
ALFA ROMEO,Tonale MY24,1.3 PHEV 280 AT Q4 Tributo Italiano,A6,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),280,206,2.6,231,62,39,Euro 6 EA,False,WLTP,36.7,47.1,47.9,36.2,41.5,214,7.7,6,5.9,7.8,6.8,1.3,153,30,39,62,53,85,472,25,12,,0.14,60,60,68.0,16 October 2024,
ALPINE,A110,A110,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),252,185,0,,,,Euro 6d,False,WLTP,27.4,44.8,49.6,42.2,41.5,0,10.3,6.3,5.7,6.7,6.8,0,154,0,,,,,229,11,11,,,,,69.0,09 September 2025,
ALPINE,A110,A110,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d,False,WLTP,27.4,44.8,49.6,42.2,41.5,0,10.3,6.3,5.7,6.7,6.8,0,154,0,,,,,229,11,11,,,60,60,69.0,03 March 2023,
ALPINE,A110,A110 Color Edition DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d,False,WLTP,25.9,43.5,48.7,42.2,40.9,0,10.9,6.5,5.8,6.7,6.9,0,157,0,,,,,216,11,18,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 Color Edition DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d,False,WLTP,25.7,43.5,48.7,42.2,40.9,0,11,6.5,5.8,6.7,6.9,0,157,0,,,,,216,11,18,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,49.6,42.8,41.5,0,10.3,6.4,5.7,6.6,6.8,0,154,0,,,,,204,11,12,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,48.7,42.2,41.5,0,10.3,6.4,5.8,6.7,6.8,0,155,0,,,,,204,11,12,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 GT J. Rédélé Limited Edition,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,48.7,42.8,41.5,0,10.3,6.4,5.8,6.6,6.8,0,154,0,,,,,204,11,12,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 GT J. Rédélé Limited Edition,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,48.7,42.8,41.5,0,10.3,6.4,5.8,6.6,6.8,0,154,0,,,,,204,11,12,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 Légende DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d,False,WLTP,27.4,44.8,49.6,42.8,42.2,0,10.3,6.3,5.7,6.6,6.7,0,153,0,,,,,229,11,11,,,60,60,69.0,03 March 2023,
ALPINE,A110,A110 Légende DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d,False,WLTP,27.4,44.8,49.6,42.2,41.5,0,10.3,6.3,5.7,6.7,6.8,0,154,0,,,,,229,11,11,,,60,60,69.0,03 March 2023,
ALPINE,A110,A110 Légende GT DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d,False,WLTP,27.4,44.8,49.6,42.8,41.5,0,10.3,6.3,5.7,6.6,6.8,0,153,0,,,,,229,11,11,,,60,60,69.0,03 March 2023,
ALPINE,A110,A110 Légende GT DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d,False,WLTP,27.4,44.8,49.6,42.8,41.5,0,10.3,6.3,5.7,6.6,6.8,0,153,0,,,,,229,11,11,,,60,60,69.0,03 March 2023,
ALPINE,A110,A110 Légende GT 2021 DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d,False,WLTP,26.9,44.1,49.6,43.5,41.5,0,10.5,6.4,5.7,6.5,6.8,0,154,0,,,,,216,11,18,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 Légende GT 2021 DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d,False,WLTP,26.6,44.1,49.6,42.8,41.5,0,10.6,6.4,5.7,6.6,6.8,0,154,0,,,,,216,11,18,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 Pure DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d,False,WLTP,27.4,45.6,50.4,42.8,42.2,0,10.3,6.2,5.6,6.6,6.7,0,152,0,,,,,229,11,11,,,60,60,69.0,03 March 2023,
ALPINE,A110,A110 Pure DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d,False,WLTP,27.4,44.8,49.6,42.2,41.5,0,10.3,6.3,5.7,6.7,6.8,0,153,0,,,,,229,11,11,,,60,60,69.0,03 March 2023,
ALPINE,A110,A110 R,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.7,44.1,48.7,42.2,41.5,0,10.2,6.4,5.8,6.7,6.8,0,155,0,,,,,0,0,0,0,,0,0,73.0,07 June 2023,
ALPINE,A110,A110 R,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,48.7,42.2,41.5,0,10.3,6.4,5.8,6.7,6.8,0,155,0,,,,,0,0,0,0,,0,0,73.0,07 June 2023,
ALPINE,A110,A110 S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,49.6,42.8,41.5,0,10.3,6.4,5.7,6.6,6.8,0,153,0,,,,,204,11,12,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,26.9,43.5,47.1,40.4,40.4,0,10.5,6.5,6,7,7,0,160,0,,,,,204,11,12,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 San Remo 73,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,49.6,42.8,41.5,0,10.3,6.4,5.7,6.6,6.8,0,154,0,,,,,0,0,0,0,,0,0,72.0,07 June 2023,
ALPINE,A110,A110 San Remo 73,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,49.6,42.8,41.5,0,10.3,6.4,5.7,6.6,6.8,0,154,0,,,,,0,0,0,0,,0,0,72.0,07 June 2023,
ALPINE,A110,A110 S DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d,False,WLTP,25.7,43.5,48.7,42.2,40.9,0,11,6.5,5.8,6.7,6.9,0,157,0,,,,,216,11,18,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 S DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d,False,WLTP,25.9,44.1,48.7,42.2,40.9,0,10.9,6.4,5.8,6.7,6.9,0,157,0,,,,,216,11,18,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 Tour de Corse Edition,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,49.6,42.8,41.5,0,10.3,6.4,5.7,6.6,6.8,0,154,0,,,,,204,11,12,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 Tour de Corse Edition,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,49.6,42.8,41.5,0,10.3,6.4,5.7,6.6,6.8,0,154,0,,,,,204,11,12,,,60,60,72.0,03 March 2023,
ALPINE,A110,Color Edition 2020,A7,Automatic,1799,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d-TEMP,False,WLTP,26.9,40.9,46.3,39.8,39.2,0,10.5,6.9,6.1,7.1,7.2,0,163,0,,,,,212,11,12,,,,,71.0,03 March 2023,
ALPINE,A110,Color Edition 2020,A7,Automatic,1799,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d-TEMP,False,WLTP,26.9,40.9,46.3,39.8,39.2,0,10.5,6.9,6.1,7.1,7.2,0,163,0,,,,,212,11,12,,,,,71.0,03 March 2023,
ALPINE,A110,Légende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d-TEMP,False,WLTP,26.6,40.4,45.6,38.7,38.7,0,10.6,7,6.2,7.3,7.3,0,166,0,,,,,281,14,13,,,,,71.0,03 March 2023,
ALPINE,A110,Légende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d-TEMP,False,WLTP,26.9,40.9,46.3,40.4,39.2,0,10.5,6.9,6.1,7,7.2,0,162,0,,,,,230,14,12,,,,,71.0,03 March 2023,
ALPINE,A110,Légende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d-TEMP,False,WLTP,28.2,43.5,48.7,40.9,40.9,0,10,6.5,5.8,6.9,6.9,0,156,0,,,,,549,18,19,,,126,126,71.0,03 March 2023,
