Manufacturer,Model,Description,Transmission,Manual or Automatic,Engine Capacity,Fuel Type,Powertrain,Engine Power (PS),Engine Power (Kw),Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Euro Standard,Diesel VED Supplement,Testing Scheme,WLTP Imperial Low,WLTP Imperial Medium,WLTP Imperial High,WLTP Imperial Extra High,WLTP Imperial Combined,WLTP Imperial Combined (Weighted),WLTP Metric Low,WLTP Metric Medium,WLTP Metric High,WLTP Metric Extra High,WLTP Metric Combined,WLTP Metric Combined (Weighted),WLTP CO2,WLTP CO2 Weighted,Equivalent All Electric Range Miles,Equivalent All Electric Range KM,Electric Range City Miles,Electric Range City Km,Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],RDE NOx Urban,RDE NOx Combined,Noise Level dB(A),Date of change,
PORSCHE,Cayenne,Cayenne E-Hybrid,A8,Automatic,2995,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),304,224,25.3,25,43,,Euro 6 EA,False,WLTP,0,0,0,0,0,63.6,0,0,0,0,0,4.4,0,101,30,48,,,265,19,15,,0.20,,,68.0,25 September 2025,
PORSCHE,Cayenne,Cayenne Coupé Black Edition,A8,Automatic,2995,Petrol,Internal Combustion Engine (ICE),353,260,,,,,Euro 6 EA,False,WLTP,17,24.1,28.4,24.8,24.2,0,16.6,11.7,9.9,11.4,11.7,0,265,0,,,,,,,21,,,,,69.0,25 September 2025,
PORSCHE,Cayenne,Cayenne GTS Coupé,A8,Automatic,3996,Petrol,Internal Combustion Engine (ICE),500,368,,,,,Euro 6 EA,False,WLTP,13.4,22.1,26.9,24.8,22.3,0,21.1,12.8,10.5,11.4,12.7,0,289,0,,,,,,,9,,,,,70.0,25 September 2025,
PORSCHE,Cayenne,Cayenne S Coupé,A8,Automatic,3996,Petrol,Internal Combustion Engine (ICE),474,349,,,,,Euro 6 EA,False,WLTP,13.1,22.6,27.1,25,22.4,0,21.6,12.5,10.4,11.3,12.6,0,287,0,,,,,,,10,,,,,71.0,25 September 2025,
PORSCHE,Cayenne,Cayenne Coupé,A8,Automatic,2995,Petrol,Internal Combustion Engine (ICE),353,260,,,,,Euro 6 EA,False,WLTP,17,24.1,28.4,24.8,24.2,0,16.6,11.7,9.9,11.4,11.7,0,265,0,,,,,,,21,,,,,69.0,25 September 2025,
PORSCHE,Cayenne,Cayenne Black Edition,A8,Automatic,2995,Petrol,Internal Combustion Engine (ICE),353,260,,,,,Euro 6 EA,False,WLTP,16.9,24,28.3,24.7,24.1,0,16.7,11.8,10,11.4,11.7,0,266,0,,,,,,,21,,,,,69.0,25 September 2025,
PORSCHE,Cayenne,Cayenne GTS,A8,Automatic,3996,Petrol,Internal Combustion Engine (ICE),500,368,,,,,Euro 6 EA,False,WLTP,13.4,22.1,26.9,24.9,22.3,0,21.1,12.8,10.5,11.3,12.7,0,289,0,,,,,,,9,,,,,70.0,25 September 2025,
PORSCHE,Cayenne,Cayenne S,A8,Automatic,3996,Petrol,Internal Combustion Engine (ICE),474,349,,,,,Euro 6 EA,False,WLTP,13.1,22.6,27.2,25.2,22.4,0,21.6,12.5,10.4,11.2,12.6,0,286,0,,,,,,,10,,,,,71.0,25 September 2025,
PORSCHE,Cayenne,Cayenne,A8,Automatic,2995,Petrol,Internal Combustion Engine (ICE),353,260,,,,,Euro 6 EA,False,WLTP,16.9,24,28.3,24.8,24.1,0,16.7,11.8,10,11.4,11.7,0,266,0,,,,,,,21,,,,,69.0,25 September 2025,
PORSCHE,Macan,Macan,A7,Automatic,1984,Petrol,Internal Combustion Engine (ICE),265,195,,,,,Euro 6d,False,WLTP,21,27.3,30.7,26.4,26.8,0,13.5,10.3,9.2,10.7,10.5,0,238,0,,,,,,,15,,,,,69.0,25 September 2025,
PORSCHE,Macan,Macan T,A7,Automatic,1984,Petrol,Internal Combustion Engine (ICE),265,195,,,,,Euro 6d,False,WLTP,21,27.4,30.8,26.6,26.9,0,13.5,10.3,9.2,10.6,10.5,0,238,0,,,,,,,15,,,,,69.0,25 September 2025,
PORSCHE,Macan,Macan GTS,A7,Automatic,2894,Petrol,Internal Combustion Engine (ICE),440,324,,,,,Euro 6d,False,WLTP,17.7,24.8,28.3,25.1,24.5,0,16,11.4,10,11.3,11.5,0,261,0,,,,,,,23,,,,,69.0,25 September 2025,
PORSCHE,Macan,Macan S,A7,Automatic,2894,Petrol,Internal Combustion Engine (ICE),380,279,,,,,Euro 6d,False,WLTP,18.1,25.2,28.5,24.7,24.6,0,15.6,11.2,9.9,11.4,11.5,0,260,0,,,,,,,19,,,,,70.0,25 September 2025,
PORSCHE,Macan Electric,Macan Turbo Electric,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),639,470,36.1,17,591,367,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,473,761,,,,,,,,68.0,26 September 2025,
PORSCHE,Macan Electric,Macan 4S Electric,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),516,380,36.3,17,607,377,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,482,776,,,,,,,,69.0,26 September 2025,
PORSCHE,Macan Electric,Macan 4 Electric,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),408,300,36.6,17,612,380,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,486,782,,,,,,,,67.0,26 September 2025,
PORSCHE,Macan Electric,Macan Electric,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),360,265,38.4,16,641,398,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,516,830,,,,,,,,68.0,26 September 2025,
PORSCHE,Panamera,Panamera Turbo S E-Hybrid,A8,Automatic,3996,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),599,441,23,27,48,,Euro 6 EB,False,WLTP,0,0,0,0,0,64.1,0,0,0,0,0,4.4,0,100,30,49,,,210,12,3,,0.12,,,67.0,25 September 2025,
PORSCHE,Panamera,Panamera 4S E-Hybrid,A8,Automatic,2894,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),353,260,23.1,27,48,,Euro 6 EB,False,WLTP,0,0,0,0,0,70.9,0,0,0,0,0,4,0,91,32,51,,,409,21,10,,0.10,,,68.0,25 September 2025,
PORSCHE,Panamera,Panamera 4 E-Hybrid,A8,Automatic,2894,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),304,224,23.1,27,50,,Euro 6 EB,False,WLTP,0,0,0,0,0,74.4,0,0,0,0,0,3.8,0,86,33,53,,,310,20,8,,0.24,,,67.0,25 September 2025,
PORSCHE,Panamera,Panamera 4 E-Hybrid,A8,Automatic,2894,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),304,224,23.1,27,50,,Euro 6 EB,False,WLTP,0,0,0,0,0,74.4,0,0,0,0,0,3.8,0,86,33,53,,,310,20,8,,0.24,,,67.0,25 September 2025,
PORSCHE,Panamera,Panamera Turbo E-Hybrid,A8,Automatic,3996,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),519,382,22.3,28,47,,Euro 6 EB,False,WLTP,0,0,0,0,0,64.9,0,0,0,0,0,4.4,0,99,31,50,,,185,15,5,,0.33,,,68.0,25 September 2025,
PORSCHE,Panamera,Panamera GTS,A8,Automatic,3996,Petrol,Internal Combustion Engine (ICE),500,368,,,,,Euro 6 EB,False,WLTP,13.3,22.4,27.1,26.2,22.7,0,21.2,12.6,10.4,10.4,10.8,12.4,283,0,,,,,,,11,,,,,71.0,25 September 2025,
PORSCHE,Panamera,Panamera 4,A8,Automatic,2894,Petrol,Internal Combustion Engine (ICE),353,260,,,,,Euro 6 EB,False,WLTP,16.8,25.1,29.9,28.3,25.7,0,16.8,16.8,11.3,9.4,10,11,249,0,,,,,,,20,,,,,69.0,25 September 2025,
PORSCHE,Panamera,Panamera,A8,Automatic,2894,Petrol,Internal Combustion Engine (ICE),353,260,,,,,Euro 6 EB,False,WLTP,17.7,26.5,31.7,29.9,27.2,0,16,16,10.7,8.9,9.4,10.4,236,0,,,,,,,15,,,,,69.0,25 September 2025,
PORSCHE,Taycan,Taycan 4S Sport Turismo Black Edition,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),598,440,33.8,18,610,379,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,427,687,0,,,,,,,68.0,26 September 2025,
PORSCHE,Taycan,Taycan Turbo S,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),952,700,34.9,18,632,393,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,432,695,,,,,,,,70.0,26 September 2025,
PORSCHE,Taycan,Taycan Turbo,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),884,650,34.9,18,634,394,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,428,689,,,,,,,,70.0,26 September 2025,
PORSCHE,Taycan,Taycan GTS,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),700,515,34.9,18,634,394,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,429,690,,,,,,,,69.0,26 September 2025,
PORSCHE,Taycan,Taycan 4S,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),598,440,34.9,18,644,400,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,440,708,,,,,,,,68.0,26 September 2025,
PORSCHE,Taycan,Taycan,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),435,320,35.1,18,679,422,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,510,821,,,,,,,,68.0,26 September 2025,
PORSCHE,Taycan,Taycan Sport Turismo Black Edition,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),435,320,34,18,641,398,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,496,798,,,,,,,,68.0,26 September 2025,
PORSCHE,Taycan,Taycan Turbo S Sport Turismo,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),952,700,34.5,18,607,377,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,424,682,,,,,,,,70.0,26 September 2025,
PORSCHE,Taycan,Taycan Turbo Sport Turismo,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),884,650,33.8,18,610,379,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,421,678,,,,,,,,70.0,26 September 2025,
PORSCHE,Taycan,Taycan GTS Sport Turismo,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),700,515,33.8,18,608,378,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,419,674,,,,,,,,69.0,26 September 2025,
PORSCHE,Taycan,Taycan 4S Sport Turismo,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),598,440,33.8,18,618,384,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,433,697,,,,,,,,68.0,26 September 2025,
PORSCHE,Taycan,Taycan Sport Turismo,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),435,320,34,18,650,404,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,502,808,,,,,,,,68.0,26 September 2025,
PORSCHE,Taycan,Taycan Turbo S Cross Turismo,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),952,700,33.4,19,600,373,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,422,679,,,,,,,,70.0,26 September 2025,
PORSCHE,Taycan,Taycan Turbo Cross Turismo,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),884,650,33.4,19,600,373,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,418,673,,,,,,,,70.0,26 September 2025,
PORSCHE,Taycan,Taycan 4S Cross Turismo,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),598,440,33.6,19,613,381,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,431,694,,,,,,,,68.0,26 September 2025,
PORSCHE,Taycan,Taycan 4S Black Edition,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),598,440,34.9,18,634,394,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,434,698,,,,,,,,68.0,26 September 2025,
PORSCHE,Taycan,Taycan Black Edition,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),435,320,35.1,18,668,415,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,503,809,,,,,,,,68.0,26 September 2025,
PORSCHE,Taycan,Taycan Turbo GT,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),1034,761,33.8,18,558,347,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,421,678,,,,,,,,70.0,26 September 2025,
PORSCHE,Taycan,Taycan Turbo GT with Weissach Package,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),1034,761,33.8,18,555,345,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,434,698,,,,,,,,70.0,26 September 2025,
RENAULT,Arkana,E-Tech engineered hybrid 145 auto my22,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,61.4,65.7,67.3,52.3,60.1,0,4.6,4.3,4.2,5.4,4.7,0,106,0,,,,,380,18,6,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,E-Tech engineered hybrid 145 auto my22,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,58.9,64.2,67.3,51.4,60.1,0,4.8,4.4,4.2,5.5,4.7,0,107,0,,,,,380,18,6,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,evolution E-Tech hybrid 145 auto my22,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,62.8,64.2,67.3,52.3,60.1,0,4.5,4.4,4.2,5.4,4.7,0,105,0,,,,,380,18,6,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,evolution E-Tech hybrid 145 auto my22,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,61.4,64.2,67.3,52.3,60.1,0,4.6,4.4,4.2,5.4,4.7,0,106,0,,,,,380,18,6,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,Iconic E-TECH Hybrid 145 Auto,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,57.6,64.2,65.7,49.6,57.6,0,4.9,4.4,4.3,5.7,4.9,0,111,0,,,,,383,20,3,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,Iconic E-TECH Hybrid 145 Auto,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,56.5,64.2,65.7,49.6,57.6,0,5,4.4,4.3,5.7,4.9,0,111,0,,,,,383,20,3,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,Iconic TCe Mild-hybrid 140 Auto EDC,A7,Automatic,1333,Petrol Electric,Hybrid Electric Vehicle (HEV),139,103,0,,,,Euro 6d,False,WLTP,38.7,50.4,57.6,46.3,48.7,0,7.3,5.6,4.9,6.1,5.8,0,131,0,,,,,278,13,22,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,Iconic TCe Mild-hybrid 140 Auto EDC,A7,Automatic,1333,Petrol Electric,Hybrid Electric Vehicle (HEV),139,103,0,,,,Euro 6d,False,WLTP,38.7,49.6,57.6,46.3,48.7,0,7.3,5.7,4.9,6.1,5.8,0,131,0,,,,,278,13,22,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,Iconic E-TECH Hybrid 145 Auto,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,58.9,65.7,67.3,50.4,58.9,0,4.8,4.3,4.2,5.6,4.8,0,108,0,,,,,383,20,3,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,Iconic E-TECH Hybrid 145 Auto,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,58.9,65.7,67.3,50.4,58.9,0,4.8,4.3,4.2,5.6,4.8,0,108,0,,,,,383,20,3,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,Iconic TCe Mild-hybrid 140 Auto EDC,A7,Automatic,1333,Petrol Electric,Hybrid Electric Vehicle (HEV),139,103,0,,,,Euro 6d,False,WLTP,37.7,50.4,57.6,47.9,48.7,0,7.5,5.6,4.9,5.9,5.8,0,130,0,,,,,307,11,21,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,Iconic TCe Mild-hybrid 140 Auto EDC,A7,Automatic,1333,Petrol Electric,Hybrid Electric Vehicle (HEV),139,103,0,,,,Euro 6d,False,WLTP,37.2,49.6,56.5,47.1,48.7,0,7.6,5.7,5,6,5.8,0,131,0,,,,,540,14,22,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,Iconic E-TECH Hybrid 145 Auto,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,62.8,64.2,67.3,52.3,60.1,0,4.5,4.4,4.2,5.4,4.7,0,106,0,,,,,380,18,6,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,Iconic E-TECH Hybrid 145 Auto,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,61.4,64.2,67.3,51.4,58.9,0,4.6,4.4,4.2,5.5,4.8,0,107,0,,,,,380,18,6,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,R.S. Line TCe Mild-hybrid 140 Auto EDC,A7,Automatic,1333,Petrol Electric,Hybrid Electric Vehicle (HEV),139,103,0,,,,Euro 6d,False,WLTP,38.7,49.6,56.5,46.3,48.7,0,7.3,5.7,5,6.1,5.8,0,132,0,,,,,278,13,22,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,R.S. Line TCe Mild-hybrid 140 Auto EDC,A7,Automatic,1333,Petrol Electric,Hybrid Electric Vehicle (HEV),139,103,0,,,,Euro 6d,False,WLTP,38.7,49.6,56.5,46.3,48.7,0,7.3,5.7,5,6.1,5.8,0,132,0,,,,,278,13,22,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,R.S. Line tce 140 mild hybrid auto edc my22,A7,Automatic,1333,Petrol Electric,Hybrid Electric Vehicle (HEV),139,103,0,,,,Euro 6d,False,WLTP,37.7,49.6,56.5,47.9,48.7,0,7.5,5.7,5,5.9,5.8,0,131,0,,,,,540,14,22,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,R.S. Line tce 140 mild hybrid auto edc my22,A7,Automatic,1333,Petrol Electric,Hybrid Electric Vehicle (HEV),139,103,0,,,,Euro 6d,False,WLTP,37.2,48.7,56.5,47.1,47.9,0,7.6,5.8,5,6,5.9,0,133,0,,,,,540,14,22,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,R.S. Line TCe Mild-hybrid 140 Auto EDC,A7,Automatic,1333,Petrol Electric,Hybrid Electric Vehicle (HEV),139,103,0,,,,Euro 6d,False,WLTP,38.7,49.6,57.6,47.1,48.7,0,7.3,5.7,4.9,6,5.8,0,132,0,,,,,278,11,21,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,R.S. Line TCe Mild-hybrid 140 Auto EDC,A7,Automatic,1333,Petrol Electric,Hybrid Electric Vehicle (HEV),139,103,0,,,,Euro 6d,False,WLTP,37.2,48.7,56.5,46.3,47.9,0,7.6,5.8,5,6.1,5.9,0,133,0,,,,,540,14,22,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,R.S. Line TCe Mild-hybrid 140 Auto EDC,A7,Automatic,1333,Petrol Electric,Hybrid Electric Vehicle (HEV),139,103,0,,,,Euro 6d,False,WLTP,37.7,49.6,57.6,47.1,48.7,0,7.5,5.7,4.9,6,5.8,0,132,0,,,,,307,11,21,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,R.S. Line TCe Mild-hybrid 140 Auto EDC,A7,Automatic,1333,Petrol Electric,Hybrid Electric Vehicle (HEV),139,103,0,,,,Euro 6d,False,WLTP,36.7,48.7,56.5,47.1,47.9,0,7.7,5.8,5,6,5.9,0,133,0,,,,,540,14,22,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,R.S. Line E-TECH Hybrid 145 Auto,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,57.6,65.7,65.7,50.4,58.9,0,4.9,4.3,4.3,5.6,4.8,0,109,0,,,,,383,20,3,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,R.S. Line E-TECH Hybrid 145 Auto,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,56.5,64.2,64.2,48.7,56.5,0,5,4.4,4.4,5.8,5,0,113,0,,,,,383,20,3,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,R.S. Line E-TECH Hybrid 145 Auto,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,57.6,65.7,65.7,50.4,58.9,0,4.9,4.3,4.3,5.6,4.8,0,109,0,,,,,383,20,3,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,R.S. Line E-TECH Hybrid 145 Auto,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,56.5,65.7,65.7,49.6,57.6,0,5,4.3,4.3,5.7,4.9,0,111,0,,,,,383,20,3,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,R.S. Line E-TECH Hybrid 145 Auto,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,60.1,65.7,67.3,51.4,60.1,0,4.7,4.3,4.2,5.5,4.7,0,107,0,,,,,380,18,3,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,R.S. Line E-TECH Hybrid 145 Auto,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,56.5,64.2,65.7,50.4,57.6,0,5,4.4,4.3,5.6,4.9,0,110,0,,,,,383,20,6,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,S Edition E-TECH Hybrid 145 Auto,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,56.5,64.2,64.2,48.7,56.5,0,5,4.4,4.4,5.8,5,0,112,0,,,,,383,20,3,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,S Edition E-TECH Hybrid 145 Auto,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,56.5,64.2,64.2,48.7,56.5,0,5,4.4,4.4,5.8,5,0,112,0,,,,,383,20,3,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,S Edition TCe Mild-hybrid 140 Auto EDC,A7,Automatic,1333,Petrol Electric,Hybrid Electric Vehicle (HEV),139,103,0,,,,Euro 6d,False,WLTP,38.7,49.6,56.5,45.6,47.9,0,7.3,5.7,5,6.2,5.9,0,133,0,,,,,278,13,22,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,S Edition TCe Mild-hybrid 140 Auto EDC,A7,Automatic,1333,Petrol Electric,Hybrid Electric Vehicle (HEV),139,103,0,,,,Euro 6d,False,WLTP,38.7,49.6,56.5,45.6,47.9,0,7.3,5.7,5,6.2,5.9,0,133,0,,,,,278,13,22,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,S Edition E-TECH Hybrid 145 Auto,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,57.6,65.7,65.7,49.6,57.6,0,4.9,4.3,4.3,5.7,4.9,0,110,0,,,,,383,20,3,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,S Edition E-TECH Hybrid 145 Auto,A6,Automatic,1598,Petrol Electric,Hybrid Electric Vehicle (HEV),93,69,0,,,,Euro 6d,False,WLTP,56.5,64.2,64.2,48.7,56.5,0,5,4.4,4.4,5.8,5,0,113,0,,,,,383,20,3,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,S Edition TCe Mild-hybrid 140 Auto EDC,A7,Automatic,1333,Petrol Electric,Hybrid Electric Vehicle (HEV),139,103,0,,,,Euro 6d,False,WLTP,38.7,49.6,56.5,45.6,47.9,0,7.3,5.7,5,6.2,5.9,0,133,0,,,,,278,13,22,,,60,60,67.0,13 November 2023,
RENAULT,Arkana,S Edition TCe Mild-hybrid 140 Auto EDC,A7,Automatic,1333,Petrol Electric,Hybrid Electric Vehicle (HEV),139,103,0,,,,Euro 6d,False,WLTP,38.7,49.6,56.5,45.6,47.9,0,7.3,5.7,5,6.2,5.9,0,133,0,,,,,278,13,22,,,60,60,67.0,13 November 2023,
